,datetime,title,content
547,2019-06-21 15:15:58,,【工信部：持续激发市场活力 进一步释放消费潜力】6月20日，2019年全国信息消费城市行北京站活动举行。工信部信息化和软件服务业司相关领导出席会议并致辞。下一步，工信部信息化和软件服务业司将着力提升产业供给能力，营造良好消费环境，持续激发市场活力，进一步释放消费潜力，推动信息消费再上新台阶。
548,2019-06-21 15:15:27,,法国6月Markit制造业PMI初值 52，预期50.8，前值50.6 。法国6月Markit服务业PMI初值53.1，预期51.6，前值51.5。法国6月Markit综合PMI初值52.9，预期51.3，前值51.2。
549,2019-06-21 15:15:00,,【第一批鼓励仿制药品目录建议清单发布 艾滋病、白血病治疗等34种药物在列】国家卫健委于6月20日公示了《第一批鼓励仿制药品目录建议清单》，清单内共34种药物，包括艾滋病治疗药物利匹韦林、阿巴卡韦和白血病治疗药物硫唑嘌呤。（新华社）
550,2019-06-21 15:13:45,,【南方中证500ETF总规模突破500亿元大关】根据接近交易所的人士透露，截至21日收盘，南方中证500ETF总规模突破500亿元。在经历了近期规模和份额双创新高之后，这是南方中证500ETF规模首次突破500亿元大关。据悉，素有“成长新经济”代表的中证500指数当前相对估值仍然较低，或是吸引投资者配置的重要原因。（中证网）
551,2019-06-21 15:13:08,,【外资通过陆股通净买入73.3亿元 自６月10日以来最高】根据彭博汇总数据，外国投资者今日通过沪股通和深股通净买入73.3亿元（折合10.67亿美元）中国A股，连续5个交易日净买入，为自2019年６月10日以来最高净买入。
552,2019-06-21 15:09:02,,总部位于英国的半导体晶圆产品和经营服务供应商IQE股价大跌32%，此前公司就营收和利润率发出预警。
553,2019-06-21 15:06:19,,【6月地方债计划发行规模已超8000亿元】按Wind最新数据统计，下周地方债计划发行规模已达到2240.59亿元。据此测算，6月份地方债计划发行规模已超过8000亿元，达到8182.51亿元。近两年均未出现过地方债不足额发行的情况，因此可以预测，本月实际发行规模不会比前述数据更少。（中证网）
554,2019-06-21 15:05:45,,【今年首只50年期国债完成招投标】财政部21日成功招标两期国债，其中91天期贴现国债中标利率为2.1715%，投标倍数达4.91；50年期国债中标利率为4%，投标倍数为1.56。据了解，这是今年财政部首次发行50年期国债。
555,2019-06-21 15:04:10,, 【机构：下周成品油零售限价下调已成定局】据卓创资讯测算，截至6月20日收盘国内第8个工作日参考原油变化率为-3.81%，对应汽柴油下调160元/吨，调价窗口为6月25日24时。因距离调价窗口尚有2个工作日，按照当前幅度测算，折合成升价，92号汽油及0号柴油分别下跌0.13、0.14元。
556,2019-06-21 15:03:52,,国内商品期货收盘，原油收涨逾3%，燃油、热卷、苹果、红枣涨逾2%，菜粕、沥青、螺纹、沪金、锰硅、郑煤涨逾1%，焦炭、铁矿、塑料、沪银、沪锡等收涨。沪锌、鸡蛋、沪镍、郑棉、白糖跌逾1%，棉纱、PTA、沪铝、硅铁、沪铅、焦煤等收跌。
557,2019-06-21 15:03:30,,【欧股开盘】英国富时100指数开盘上涨0.07%，报7424.44点；法国CAC40指数基本持平，报5535.56点；德国DAX指数下跌0.13%，报12355.39点。
558,2019-06-21 15:02:40,,【收评：沪指涨0.5%创指涨1.7% 尾盘白酒板块大爆发】尾盘，随着白酒股直线，三大股指下探回升。沪指再度夺回3000点关口，创指涨幅也有所扩大。总体上，市场人气依旧火热，资金做多意愿显著。两市涨停个股超过150余只，飘绿个股不足四百只。从盘面上看，创业板重组、环保、电竞板块居板块涨幅榜前列，农业种植、猪肉、银行板块跌幅榜前列。
559,2019-06-21 15:01:54,,上证综指收盘上涨0.50%，报3001.98点，站上3000点，创业板近百股涨停。
560,2019-06-21 14:58:39,,北向资金尾盘加速流入，目前已达近100亿元。今日收盘后，富时罗素首次纳入A股生效，被动资金将全部到位。
561,2019-06-21 14:56:51,,【华为发布新款7nm手机芯片麒麟810】6月21日，华为消费者业务手机产品线总裁何刚在武汉发布了华为麒麟810芯片，该芯片采用7nm制程，搭载华为自研的达芬奇架构的NPU。何刚表示，麒麟810诞生后，华为麒麟芯片组成了三个系列：面向旗舰产品的麒麟9系列、面向高端产品的麒麟8系列，面向中端产品的麒麟7系列。
562,2019-06-21 14:54:40,,【中国驻伊朗大使馆提醒在伊朗中国公民注意安全 有效期至2019年9月21日】近期，地区紧张局势不断升级。中国驻伊朗大使馆提醒在伊中国公民和机构密切关注局势发展，加强安全防范和应急准备。如遇紧急情况，请及时联系中国驻伊朗大使馆。
563,2019-06-21 14:52:32,,【外媒：埃克森美孚在伊拉克的项目协议因合同条款分歧而遇阻】路透社援引四位参与磋商的伊拉克官员的话报道，伊拉克反对埃克森美孚在该国造价530亿美元项目的合同条款。主要问题是埃克森美孚建议如何收回其开发成本，该公司的目标是共享两个油田生产的石油；伊拉克称这个建议侵犯了国家对产量的所有权。其中一位谈判代表称，在埃克森美孚提出的当前条款下，伊拉克不会签署任何东西。
564,2019-06-21 14:50:36,,  北向资金今日净流入达70亿元。
565,2019-06-21 14:50:20,,区块链板块异动，易见股份、新晨科技直线封板，晨鑫科技、安妮股份、精准信息纷纷走强。
566,2019-06-21 14:49:38,,深交所对*ST康得下发关注函，要求说明董事会冻结康得投资集团及其一致行动人股票的法律依据，是否超越董事会职权。
567,2019-06-21 14:49:18,,【华为：今年华为智能手机出货量达到1亿部】华为消费者业务产品线总裁何刚表示，截至5月30日，今年华为智能手机出货量达到1亿部。
568,2019-06-21 14:49:01,,【国新办将就“全面振兴、全方位振兴的辽宁实践”情况举行发布会】6月25日（星期二）上午10时，中共辽宁省委书记、辽宁省人大常委会主任陈求发，中共辽宁省委副书记、辽宁省人民政府省长唐一军介绍“全面振兴、全方位振兴的辽宁实践”有关情况，并答记者问。
569,2019-06-21 14:47:29,,华为nova5系列新品发布会：华为消费者业务手机产品线总裁何刚宣布2019年5月30日华为手机年度全球发货量突破1亿台，同时带来了“芯”成员-全新麒麟810芯片，旗舰级7nm制程。
570,2019-06-21 14:46:07,,【苹果公司敦促美国政府勿对中国商品加征关税】美国苹果公司日前致信美国贸易代表莱特希泽说，如果美国政府对3000亿美元中国输美商品加征关税，将影响到该公司主要产品，不仅会减少苹果对美国经济的贡献，还会削弱其全球竞争力。苹果公司表示，新一轮关税将影响到包括手机、平板电脑、笔记本电脑、无线耳机、电视盒子等在内的苹果主要产品。因此，苹果敦促美国政府不要对从中国进口的相关产品加征关税。（新华社）
571,2019-06-21 14:45:02,,【任泽平：人民币贬值压力出现阶段性缓解】恒大经济研究院首席经济学家任泽平表示，美联储即将开启降息周期，美债利率快速下行，中美利差进一步走扩，中美10年国债利差已回到2018年年初水平，叠加外部摩擦或有缓和迹象，人民币贬值压力出现阶段性缓解。
572,2019-06-21 14:44:05,,【中银国际证券4.99%股权拍卖被撤回】凯瑞富海所持有的中银国际证券4.99%股权原定在6月24日到25日进行拍卖，现该拍卖已被撤回。撤回原因是凯瑞富海已进入破产程序，依法应中止执行程序。（上证报）
573,2019-06-21 14:43:27,,白酒股尾盘快速拉升，青青稞酒直线封板，酒鬼酒大涨7%，老白干酒、舍得酒业均纷纷走强。
574,2019-06-21 14:42:29,,北向资金净流入超60亿元，其中，沪股通净流入超32亿元，深股通净流入超28亿元。
575,2019-06-21 14:41:10,,【我国研制全磁悬浮人工心脏 重量不到180克】2015年，我国自主研制成功一颗直径50毫米、厚度26毫米、重量不到180克的全磁悬浮人工心脏，名为“中国心”。目前，“中国心”已成功完成临床试验手术4例、人道主义救援手术3例。它不但填补国内人工心脏领域的空白，更为上千万晚期心力衰竭患者重获新生带来希望。统计数据显示，我国目前至少有1000万心力衰竭患者，是世界上拥有最大心衰患者群的国家之一。  （央视）
576,2019-06-21 14:38:16,,【丙烯酸连续下跌后首现反弹】丙烯酸市场在经过连续多月下跌后，本周迎来一轮普涨。百川数据显示，烟台万华、上海华谊等多家丙烯酸大厂20日普遍上调丙烯酸价格200元/吨。21日，华北丙烯酸市场价格继续反弹上涨，成交价格在7100元/吨左右，精酸价格报7300-7400元/吨。市场整体商谈气氛回暖，询盘增多，报盘上调，业内人士心态有所恢复。
577,2019-06-21 14:37:30,, 国际白银跌幅扩大至0.5%，报15.319美元/盎司。
578,2019-06-21 14:34:58,,【中国最先进水下3D碎石整平清淤船正式开建】由中国交通运输部广州打捞局联合中国船舶工业集团公司第七0八研究所、华南船舶机械有限公司及天津水运工程研究院自主创新、共同研发的全智能水下3D碎石整平清淤船21日在广东江门新会正式开工建造。 该水下3D碎石整平清淤船由主船体、水下整平架两部分组成。为中国碎石基础整平精度最高的船舶，在国际上也属于领先水平。（中新网）
579,2019-06-21 14:32:27,,【郭台铭卸任鸿海董事长：人生最后20年换跑道】“过去自己的人生像一头牛，拼命为鸿海服务，如今放下鸿海，舍不得但不后悔。”鸿海集团创始人、董事长郭台铭在6月21日公司股东会上正式宣布卸任董事长一职，鸿海交给新任董事长刘扬伟以及九人经营管理委员会。现年68岁的郭台铭称人生第一个20年工作为了钱，第二个20年为了理想工作，现在最后20年转换跑道为了台湾。（澎湃）
580,2019-06-21 14:29:49,,美联航声明称，暂停从纽瓦克飞往孟买的航班，该航线正常情况下会飞越伊朗领空。
581,2019-06-21 14:28:13,,  北向资金今日净流入达50亿元。
582,2019-06-21 14:24:42,,【华数传媒：将为亚运会积极尝试创新利用5G与VR等技术融合应用】华数传媒21日在互动平台上回到投资者提问时表示，公司将在为亚运会服务中积极尝试创新利用5G与VR、4K/8K高清视频技术的融合应用。
583,2019-06-21 14:23:10,,国轩高科在互动平台表示，公司在日本研究院有开展相应的固态电池技术研发。
584,2019-06-21 14:21:53,,【习近平结束对朝鲜国事访问启程回国】6月21日下午，在结束对朝鲜民主主义人民共和国国事访问后，中共中央总书记、国家主席习近平离开平壤启程回国。（央视）
585,2019-06-21 14:21:39,,【国家药监局和海南省政府共商海南自贸区医药发展大计】6月20日，国家药监局和海南省政府在海南省海口市召开工作座谈会，共商推进海南自贸区医药领域创新发展大计。下一步，国家局将指导海南按照临床真实世界数据应用试点工作方案要求，做好数据的收集、整理和应用等工作。支持乐城国际医疗旅游先行区作为“试验田”，探索和创新改革经验，打造大健康产业聚集区，提升我国人民群众医疗水平，为实现“健康中国”战略而贡献力量。
586,2019-06-21 14:20:05,,【财政部：试点在土地储备领域按项目实行全生命周期预算管理】财政部印发《土地储备项目预算管理办法（试行）》的通知。通知指出，首批试点地区包括北京、天津、河北、河南、山东、浙江（含宁波）、厦门等7省（市），以后年度视情况逐步扩大试点范围。各省分配专项债务限额时可以对开展试点的市县（区）予以适当倾斜。专项债券发行规模不得超过项目预期土地出让收入的70%。
587,2019-06-21 14:14:19,,   埃克森美孚的伊拉克协议受到合同问题和伊朗紧张局势的影响。
588,2019-06-21 14:13:03,,【长沙一次性为5家企业发放49张测试牌照】6月21日，长沙市人工智能政策及智能网联汽车道路测试体系新闻发布会召开，发布了《长沙市关于进一步促进人工智能产业发展的意见》和以《长沙市智能网联汽车道路测试管理实施细则(试行)V2.0》为核心的6项涉及智能网联汽车公共道路测试的管理规程。会上，长沙一次性为5家企业发放49张测试牌照，包括中车时代、长沙智能驾驶研究院、北京福田戴姆勒、赢彻科技和百度。
589,2019-06-21 14:06:09,,在岸人民币兑美元贬值202点，现报6.8708，离岸人民币现报6.8688。
590,2019-06-21 14:03:00,,  日经225指数6月21日（周五）收盘下跌201.36点，跌幅0.94%，报21261.50点。
591,2019-06-21 14:02:44,,  英国央行行长卡尼：无协议脱欧意味着与欧盟的贸易格局将发生重大变化。
592,2019-06-21 14:02:08,,  国际白银短线下挫0.07美元，跌0.27%至15.36美元/盎司；国际黄金短线下挫6美元，涨幅收窄至0.65%至1397.29美元/盎司。
593,2019-06-21 13:53:56,,【世贸组织总干事期待G20峰会缓解贸易冲突】世界贸易组织总干事阿泽维多20日在日内瓦表示，期待本月底在日本召开的二十国集团（G20）领导人大阪峰会采取实际行动来缓解当前贸易冲突。阿泽维多在当天举行的一场记者会上表示，国际贸易紧张局势仍未显现出缓和迹象，这给经济和贸易增长带来压力。他强调：“这一局势需要紧急应对并采取行动。这就是我将带去G20峰会的讯息。”
594,2019-06-21 13:49:41,,  【证监会接收万联证券等8家企业上市材料】从证监会获悉，证监会已接受万联证券股份有限公司、云南健之佳健康连锁店股份有限公司、深圳市光大激光科技股份有限公司、曼卡龙珠宝股份有限公司、祖名豆制品股份有限公司、无锡市振华汽车部件股份有限公司、上海永茂泰汽车科技股份有限公司、上海海融食品等公司的首次公开发行股票并上市材料。
595,2019-06-21 13:47:15,,日本财务省财务官浅川雅嗣：昨日开始一直密切留意市场动向。关注任何脱离基本面的波动。
596,2019-06-21 13:45:50,,  目前WTI原油跌0.47%，布伦特原油跌0.34%。
597,2019-06-21 13:45:10,,  日本财务省财务官浅川雅嗣：越来越多的人认为美联储将降息。在7月会议前美联储肯定会关注数据。
598,2019-06-21 13:42:45,,日本财务省财务官浅川雅嗣：外汇市场小幅波动，因市场消化美联储利率决议。 如果美联储降息将推动经济，这将是正面的。
599,2019-06-21 13:36:46,,  【首个全面表征长三角地区债市的系列债券指数出炉】6月20日，中央国债登记结算有限责任公司下属中债金融估值中心有限公司在上海发布中债长三角系列债券指数。该系列指数包括长三角债券综合指数、长三角地方政府债指数、长三角绿色债券指数、长三角公司信用类债券指数以及长三角中高等级信用债指数，是全市场首个全面表征长三角地区债券市场的系列债券指数。
600,2019-06-21 13:35:53,,  台湾加权指数6月21日（周五）收盘上涨18.76点，涨幅0.17%，报10803.77点。
601,2019-06-21 13:33:25,,  日本石油协会主席：日本精炼厂正在研究应对中东供应中断的措施。
602,2019-06-21 13:25:18,,【华泰证券：华兴源创每股价格参考区间在21.17-26.82元】记者获取的华泰证券发给机构投资者的投价报告显示，采用市盈率和市销率等方法测算，华兴源创每股价格区间为21.17元-26.82元人民币。
603,2019-06-21 13:24:53,,荷兰国际集团经济学家James Smith：总体来看，英国央行的声明比人们的预期略偏鸽派。英国无协议脱欧的感知风险正在上升，这表明他们最终可能会采取比言辞所暗示的更为谨慎的举措。
604,2019-06-21 13:22:30,,  【日产批准雷诺代表获其董事会关键委员会席位】据外媒报道，日产于当地时间6月21日表示，公司将批准联盟伙伴雷诺的代表获得其董事会关键委员会的席位。日产表示，雷诺首席执行官Thierry Bollore将入驻其董事会审计委员会，而雷诺董事长Jean-Dominique Senard将在其提名委员会中获得一个席位。此前，作为批准日产对公司治理架构进行彻底改革的条件，Senard要求获得日产委员会的代表席位。（盖世汽车）
605,2019-06-21 13:13:53,,  【翁杰明调研东方电气集团】2019年6月19日，国资委副主任翁杰明赴东方电气集团调研，参观科研生产一线，听取企业改革发展和党的建设工作汇报，并与企业主要负责同志进行座谈交流。翁杰明强调，东方电气集团要按照党中央、国务院决策部署，落实国资委要求，积极应对挑战，迎难而上，突破关键核心技术，保持核心竞争力，进一步发挥好大国重器的作用。要积极开拓氢燃料电池系统等新领域，实现可持续发展。要加强央企间协作，在工业网络安全技术等方面形成合力，共同实现高质量发展。
606,2019-06-21 13:12:37,,万达概念股午后爆发，国中水务直线涨停，皇氏集团、旷达科技均纷纷冲高。
607,2019-06-21 13:11:27,,  日本财务省财务官浅川雅嗣：贸易不平衡不应被认为是双边的。
608,2019-06-21 13:10:08,,美、布两油暂无波动，伊朗表示掌握了美国无人机入侵其领空的“无可辩驳”的证据。
609,2019-06-21 13:04:18,,【日股走低 日经跌逾1% 受日元大涨拖累】日股今日小幅高开后震荡走低，截至发稿，日经225指数跌逾1%。美元兑日元本周跌1.3%，周五跌至六个月低点107.12日元。
610,2019-06-21 13:00:18,,【河南5G＋示范工程方案印发 今年底扩大5G试验网建设规模】河南省近日印发《5G+示范工程责任分工方案》，方案提出，今年底在郑州市主城区完成5G基站部署，在七地市规划区域完成5G基站部署，扩大5G试验网建设规模；中国移动5G联合创新中心开放实验室将于2019年底，形成20个5G行业应用示范、30个5G联合项目孵化；推动华为智能终端增量生产线落地；推动海康威视在郑州建设河南区域总部及全国报警服务业务总部；中国联通将在格力电器（郑州）产业园布局5G试点。航空港智能网联汽车试验示范基地将于2019年底，封闭测试区和开放道路测试场具备测试条件等。（河南日报）
611,2019-06-21 12:57:07,,天风证券点评重组新规：最新的政策对并购重组的刺激力度较大，可以期待后续并购重组市场回暖，但预期不宜过高，核心问题是有没有好的资产可以被注入。这也是2018年外延式并购政策放松后，2019年此类并购仍然没有起色的原因之一。
612,2019-06-21 12:50:27,,【吉利拿下成都纯电动出租车大单 首批10000台 】6月20日，吉利成都工厂第5300台吉利帝豪EV450新能源出租车顺利下线。这标志着吉利已低调拿下成都纯电动出租车10000辆大单。这批纯电动出租车将替代原有的燃油燃气出租车，陆续投入运营。据悉到2020年底，成都10000辆传统燃油燃气出租车将全部置换为新能源纯电动汽车。
613,2019-06-21 12:49:23,,【超华科技：与上海交大联合成立电子材料研究院】6月21日，超华科技在总部举行了5G电子材料高峰论坛，宣布与上海交大联合成立电子材料研究院，该研究院将致力于高频高速电子信息传输材料的研发和应用。超华科技表示，公司目前应用于5G通讯领域的高频高速覆铜板目前已达到国内领先水平，如今借助高校的优势将为公司培养更多研究团队。
614,2019-06-21 12:48:35,,【新华社辛识平：加征关税听证会为何成为“反对大会”】“我们承受不起新一轮加税”“拟加征的关税让我夜不能寐”“我们离不开中国供应链”……美国政府正在召开的拟对3000亿美元中国输美商品加征关税的系列听证会，被一片反对之声所淹没。反对加征关税的声音一浪高过一浪，再次说明，美方的关税政策缺乏民意基础。一片反对之声的听证会还传递出这样一个事实，希望中美经贸关系互利共赢的音量，远远高过美国一些人的奇谈怪论。他们应当多听听民众的心声，反思自己的言行，回到正确解决问题的轨道上来。
615,2019-06-21 12:46:39,,投行Jefferies：将特斯拉股价目标从400美元下调至300美元。
616,2019-06-21 12:46:09,,"【雄安新建快速路将施工 总投资37.93亿】6月20日，雄安新区公共资源交易中心发布了《K1快速路(一期)项目施工招标资格预审公告》。公告显示，K1快速路(一期)项目西起荣乌高速，东至雄安高铁站规划南北向主干路以东,路线全长约8.35km，工程总投资为37.93亿元。"
617,2019-06-21 12:45:53,,【长三角产业电商将“齐步走” 三省一市共同启动“双推”工程】2019长三角产业电商与高端生产性服务业创新峰会暨上海市产业电商“双推”工程启动仪式今日在上海浦东举行。沪苏浙皖三省一市经济信息化主管部门、国家工业信息安全发展研究中心有关领导共同启动产业电商“双推”工程，并为年度“双推”工程服务平台企业授牌。（澎湃）
618,2019-06-21 12:45:17,,【天龙光电控股股东担保企业陷破产重整】天龙光电午间公告称，公司从北极星太阳能光伏网获悉，公司客户江西旭阳雷迪高科技股份有限公司进入破产重整程序。此外，天龙光电获悉，旭阳雷迪是公司控股股东常州诺亚科技有限公司对外担保企业。截至2018年末，天龙光电应收旭阳雷迪的应收账款7367.8万元，公司已单项计提应收账款坏账准备7077万元，计提比例为96.05%。因此本次重整对公司日常运营、未来业绩不会造成影响。公司将密切关注重整的进展情况，通过合法途径积极维护公司权益， 避免或减少相关损失。
619,2019-06-21 12:35:03,,【鸿海股票回吐涨幅  三天来首次下跌】鸿海股价在台市场一度下跌1％，回吐了早些时候1.4％的涨幅。鸿海此前宣布刘扬伟为新董事长。
620,2019-06-21 12:25:47,,【证监会市场部主任：已制定维护科创板上市交易初期市场稳定方案】 证监会市场部主任李继尊接受央视采访时表示，维护科创板上市交易初期的市场稳定是一个系统工程，我们在深入研究的基础上，已制定了一个方案。总的思路是尊重市场规律，坚持底线思维，综合采取措施。一是平衡市场供求关系，尤其是首批上市企业要有一定数量。二是在交易环节做了必要的制度安排，包括融券、盘中临时停牌等。三是严格投资者开通科创板交易权限的资格审查。四是充分揭示科创板上市公司风险，做好投资者教育。
621,2019-06-21 12:24:59,,【总投资128亿元的中意直升机生产项目落户浙江平湖】6月21日上午，在浙江省推进长三角一体化发展大会上，总投资128亿元的平湖中意直升机生产项目正式签约落户张江长三角科技城平湖园。预计投产后，可年生产直升飞机150架，年产值达160亿元。
622,2019-06-21 12:20:26,,【江西年内取消27个高速省界收费站】从交通运输部获悉，今年年底前，江西省将取消与周边省份之间的27个高速公路省界收费站。目前，江西籍车辆ETC安装率为36%。为加快推广ETC安装应用，江西省鼓励各设区市政府及相关部门开展互联网发行、预约安装、上门安装等服务，依托商业银行网点以及汽车主机厂、4S店、高速公路服务区和收费站出入口广场等车辆集中场所，增加安装网点，方便公众就近便捷免费安装。
623,2019-06-21 12:16:36,,【证监会市场部主任：科创板首批上市企业要一定的数量】证监会市场部主任李继尊接受央视采访时称，我们也希望早点看到科创板上市交易。从网上看到，有的朋友推算出科创板上市交易的具体时间点，他们推算得不一定准确，但考虑的因素还是有道理的。一个因素是，从完成注册到新股上市交易要经过许多环节，包括路演推介、询价定价、网上网下配售、缴款验资、股份登记等，大致测算，这些坏节至少需要十几个工作日。另一个因素是，首批上市企业要一定的数量。如果首批企业少，可能会加剧炒作。
624,2019-06-21 12:16:11,,【华邦健康与普瑞金药业联手拓展银屑病研究】华邦健康午间公告称，公司控股子公司华普公司于6月20日与关联方普瑞金药业签署《委托实验合同》，由华普公司委托普瑞金药业进行纳米抗体创新药HP-1901项目（生物药1类）药物发现及药学开发服务。
625,2019-06-21 12:14:46,,【南宁：面向东盟的智慧城市样板 将建设多个5G示范试验点】南宁市近日印发《中国—东盟信息港南宁核心基地建设方案（2019—2021年）》。方案提出，南宁市将打造中国—东盟信息港南宁核心基地，力争2020年全市数字经济总规模占地区生产总值的比重将达到35%左右。并启动5G规模组网建设及应用示范工程试点工作，支持面向东盟国家企业和游客开展5G特色体验服务示范，重点建设五象总部基地、东盟商务区、金湖广场、火车东站周边等5G示范试验点。
626,2019-06-21 12:13:26,,  【证监会市场部主任：开通科创板交易权限的个人投资者已超270万人】证监会市场部主任李继尊在接受采访时表示，截至昨天，开通科创板交易权限的个人投资者已经超过270万人。总的看，大家参与科创板的热情还是比较高的，这也反映出大家对改革充满期待。科创板实行比较严格的投资者适当性制度，并不是将不符合条件的投资者挡在科创板门外。广大中小投资者可以通过公募基金等渠道参与科创板投资，分享科创企业发展成果。
627,2019-06-21 12:11:42,,【郑商所：推动棉花期货引入境外合格交易者】郑州商品交易所6月21日发布《棉花期货服务棉花产业高质量发展白皮书》。其中指出，郑商所将推动棉花期货引入境外合格交易者。
628,2019-06-21 12:11:05,,【证监会市场部主任李继尊：科创板肩负深化资本市场改革的使命】证监会市场部主任李继尊表示，科创板不是简单地加个板块，而是要破解金融与科技深度融合的难题，破解资本市场深层次改革的难题。从这个意义上讲，科创板要肩负起两个使命。第一个使命是支持科技创新的使命。科创板的意义在于，从制度上解决了对科创企业的包容性问题，把更多的资源引向科技创新，引领经济发展向创新驱动转型。第二个使命是深化资本市场改革的使命。从科创板这样一个新设板块先行先试，风险小，改革的力度可以更大。（央视财经）
629,2019-06-21 12:08:26,,【全球负收益率债券总量已经突破13万亿美元大关】继欧洲央行和美联储发出鸽调信号后，全球收益率为负值的债券数量本周又增加了大约1.2万亿美元，从而使得负收益率债券总量首次突破了13万亿美元大关。
630,2019-06-21 12:06:39,,【上海年底前基本取消高速公路省界收费站 在籍汽车ETC安装率超80% 】上海市政府办公厅今天发布《上海市深化收费公路制度改革取消高速公路省界收费站实施方案》：到2019年底，基本取消省界收费站，实现不停车快捷收费；提出2019年底前在籍汽车ETC安装率达到80%以上，高速公路入口车辆ETC使用率达到90%以上。
631,2019-06-21 12:04:35,,  【工信部近日将出台工业互联网安全顶层设计文件】记者从多位工信部官员处获悉，工信部正在抓紧制定《关于加强工业互联网安全工作的指导意见》，目前已经完成了意见征求，近日即将正式出台，这将是中国工业互联网安全方面的顶层设计。（21世纪经济报道）
632,2019-06-21 11:59:59,,【美媒：特朗普突然撤回对伊朗军事打击命令】《纽约时报》20日报道称，美国总统特朗普此前批准对伊朗进行军事打击，以报复伊朗击落美国无人机的行为，但就在美伊紧张局势不断升级之时，特朗普于周四（20日）晚撤回了命令。《纽约时报》援引一名美方高级官员的话报道称，特朗普原本已经同意对多个伊朗目标实施打击，包括雷达站和导弹阵地，却在行动进行的初始阶段忽然叫停。报道称，目前尚不清楚特朗普为何改变注意，白宫和五角大楼拒绝就此事发表评论。（海外网）
633,2019-06-21 11:58:08,, 聚灿光电：公司及全资子公司聚灿宿迁今年以来累计计收到与收益相关的各类政府补助资金共计224.64万元，已达到公司最近一期经审计的归属于上市公司股东的净利润的11.03%。
634,2019-06-21 11:56:41,,【贝莱德完成在中国提供投资顾问服务的登记备案】贝莱德在上海的外商独资企业 “贝莱德投资管理(上海)有限公司”已成功在中国证券投资基金业协会完成在中国提供投资顾问服务的登记备案。该项登记备案允许贝莱德投资管理(上海)有限公司为中国境内的证券期货机构及其子公司，以及基金管理公司及其子公司所发行的私募资产管理产品提供投资建议服务。（上证报）
635,2019-06-21 11:50:25,,【易世达：与美国公司合资设立大麻及相关产品检测服务中心】易世达午间公告称，全资子公司聆感科技与美国REDCO A LLC公司就共同出资在美国内华达州设立大麻及相关产品检测服务中心事宜今日签订《投资合作合同》，其中聆感科技出资360万美元 ，持有标的公司60%的股权。
636,2019-06-21 11:45:17,,【兴业证券：重组新规利好金融龙头及大创新方向】兴业证券点评《上市公司重大资产重组管理办法》修改的影响认为，管制进一步放松，有助于企业提升盈利能力和水平，提升市场活跃度。推动直接融资发展，增加一级市场资金退出机制，助力金融支持实体。引导经济结构转型升级，落实金融供给侧改革。短期来看，直接利好券商龙头。中长期来看，直接融资的发展利好金融龙头和大创新方向。
637,2019-06-21 11:42:31,,【苏州房贷收紧？多个在售项目销售员：没收到相关文件】 6月20日下午，苏州市场传出部分银行已无放款额度，房贷利率也将上浮的消息。从苏州某房企融资部门处了解到，包括中国银行、工商银行、农业银行、建设银行等在内的苏州多家分行均表示，房贷额度收紧，利率也有可能随之上浮。但这没有特殊原因，更与苏州本地市场没有直接关系。多个苏州在售项目售楼处销售人员强调，没有接到银行方面任何相关文件。（21世纪经济报道）
638,2019-06-21 11:41:55,,【“科创板第一股”华兴源创估值区间30-38倍 投资者认为不便宜但仍会报】记者从参会机构投资者了解到，华兴源创给出的估值区间为30-38倍。“这个估值不便宜。”有公募基金投资总监表示，但还是会报，估计发出来会炒一波。（界面）
639,2019-06-21 11:40:34,,【鞍钢铸钢为世界最大集装箱船铸出船艏柱】从鞍山钢铁集团获悉，鞍钢铸钢公司日前为世界最大集装箱船铸造的船艏柱铸件已焊接完成，用户反馈产品质量完全满足使用条件。目前，9个船艏柱铸件中的3个已经送达用户。作为世界最大的2.2万箱集装箱船，其船艏柱长15米、宽2.9米，弧度弯曲3米，创下了世界纪录。（辽宁日报）
640,2019-06-21 11:39:32,,【腾讯等25家国际企业拟共建“全球品牌创新和创意中心”】中国腾讯集团、宝洁、联合利华、路威酩轩等25家国际企业代表20日在戛纳联合宣布，将共建“全球品牌创新和创意中心”。腾讯高级执行副总裁刘胜义介绍说，“全球品牌创新和创意中心”将通过线下一对一和线上一对多的方式，邀请全球知名企业首席营销官，共同探讨品牌创新、营销模式等行业议题。（新华社）
641,2019-06-21 11:38:34,,【关税“子弹”射向自己——美国对华加征关税恐重创本国海产品业】据业内人士介绍，美国的海产品加工能力最多只能满足本土市场20%的需求，将海产品出口到中国等地进行再加工是供应链中的关键一环，因此美国海产品厂商对中国的依赖度很高。就目前情况来看，如果额外加征的25%关税“落地”，美国海产品厂商将被迫把部分成本转移给普通消费者，一些平价海产品涨价或最为明显。（新华社）
642,2019-06-21 11:35:56,,日本国债扩大涨幅，10年期收益率跌至-0.195%， 为2016年7月以来最低水平。
643,2019-06-21 11:35:46,,【截至午盘北向资金净流入逾39亿元】其中，沪股通净流入19.77亿元，深股通净流入19.5亿元。沪股通中资金流入最多的是中信证券，净流入3亿，其次为中信建投、用友网络、金证股份、绿色动力。资金流出最多的是中国人保，净流出2.67亿。深股通中资金流入最多的京东方A，净流入1.64亿，其次为恒邦股份、浪潮信息、金力永磁、科大讯飞。资金流出最多的是美的集团，净流出3.7亿。
